data,evento,eh_feriado,vespera_feriado,eh_reuniao_impacto,tem_refeicao,eh_evento_especial,etapa
2024-07-19,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-20,SABADO,0,0,0,0,0,0
2024-07-21,DOMINGO,0,0,0,0,0,0
2024-07-22,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-23,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-24,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-07-25,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-07-26,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-07-27,SABADO,0,0,0,0,0,3
2024-07-28,DOMINGO,0,0,0,0,0,3
2024-07-29,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-07-30,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-07-31,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-01,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-02,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-03,SABADO,0,0,0,0,0,3
2024-08-04,DOMINGO,0,0,0,0,0,3
2024-08-05,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-06,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-07,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-08,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-09,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-10,SABADO,0,0,0,0,0,3
2024-08-11,DOMINGO,0,0,0,0,0,3
2024-08-12,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-13,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-14,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-15,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-16,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-17,SABADO,0,0,0,0,0,3
2024-08-18,DOMINGO,0,0,0,0,0,3
2024-08-19,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-20,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-21,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-22,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-23,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-24,SABADO,0,0,0,0,0,3
2024-08-25,DOMINGO,0,0,0,0,0,3
2024-08-26,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-27,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-28,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-29,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-30,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-08-31,SABADO,0,0,0,0,0,3
2024-09-01,DOMINGO,0,0,0,0,0,3
2024-09-02,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-03,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-04,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-05,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-06,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-07,SABADO,0,0,0,0,0,3
2024-09-08,DOMINGO,0,0,0,0,0,3
2024-09-09,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-10,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-11,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-12,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-13,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-14,SABADO,0,0,0,0,0,3
2024-09-15,DOMINGO,0,0,0,0,0,3
2024-09-16,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-17,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-18,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-19,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-20,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-21,SABADO,0,0,0,0,0,3
2024-09-22,DOMINGO,0,0,0,0,0,3
2024-09-23,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-24,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-25,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-26,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-27,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-09-28,SABADO,0,0,0,0,0,3
2024-09-29,DOMINGO,0,0,0,0,0,3
2024-09-30,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-10-01,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-10-02,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-10-03,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-10-04,DIA LETIVO PADRAO,0,0,0,1,0,3
2024-10-05,SABADO,0,0,0,0,0,3
2024-10-06,DOMINGO,0,0,0,0,0,4
2024-10-07,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-08,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-09,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-10,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-11,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-12,SABADO,0,0,0,0,0,4
2024-10-13,DOMINGO,0,0,0,0,0,4
2024-10-14,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-15,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-16,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-17,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-18,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-19,SABADO,0,0,0,0,0,4
2024-10-20,DOMINGO,0,0,0,0,0,4
2024-10-21,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-22,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-23,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-24,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-25,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-26,SABADO,0,0,0,0,0,4
2024-10-27,DOMINGO,0,0,0,0,0,4
2024-10-28,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-29,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-30,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-10-31,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-01,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-02,SABADO,0,0,0,0,0,4
2024-11-03,DOMINGO,0,0,0,0,0,4
2024-11-04,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-05,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-06,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-07,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-08,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-09,SABADO,0,0,0,0,0,4
2024-11-10,DOMINGO,0,0,0,0,0,4
2024-11-11,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-12,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-13,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-14,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-15,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-16,SABADO,0,0,0,0,0,4
2024-11-17,DOMINGO,0,0,0,0,0,4
2024-11-18,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-19,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-20,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-21,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-22,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-23,SABADO,0,0,0,0,0,4
2024-11-24,DOMINGO,0,0,0,0,0,4
2024-11-25,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-26,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-27,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-28,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-29,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-11-30,SABADO,0,0,0,0,0,4
2024-12-01,DOMINGO,0,0,0,0,0,4
2024-12-02,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-03,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-04,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-05,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-06,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-07,SABADO,0,0,0,0,0,4
2024-12-08,DOMINGO,0,0,0,0,0,4
2024-12-09,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-10,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-11,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-12,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-13,DIA LETIVO PADRAO,0,0,0,1,0,4
2024-12-14,SABADO,0,0,0,0,0,4
2024-12-15,DOMINGO,0,0,0,0,0,4
2024-12-16,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-17,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-18,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-19,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-20,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-21,SABADO,0,0,0,0,0,0
2024-12-22,DOMINGO,0,0,0,0,0,0
2024-12-23,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-24,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-25,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-26,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-27,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-28,SABADO,0,0,0,0,0,0
2024-12-29,DOMINGO,0,0,0,0,0,0
2024-12-30,DIA LETIVO PADRAO,0,0,0,1,0,0
2024-12-31,DIA LETIVO PADRAO,0,1,0,1,0,0
2025-01-01,"DIA MUNDIAL DA PAZ / CONFRATERNIZAÇÃO UNIVERSAL- LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) 1 2 3 4 21 – REUNIÃO ORDINÁRIA DO NAPNE 5 6 7 8 9 10 11 23/01 A 16/02 – FÉRIAS (25 DIAS) 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 DIAS 0 0 0 0 0 0 ACUMULADO 0 0 0 0 0 0 DIAS LETIVOS NO MÊS 0 DIAS LETIVOS ACUMULADOS NO SEMESTRE 0 DIAS LETIVOS ACUMULADOS NO ANO 0 FEVEREIRO ATIVIDADES / EVENTOS - FEVEREIRO",1,0,1,0,0,0
2025-01-02,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-03,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-04,SABADO,0,0,0,0,0,0
2025-01-05,DOMINGO,0,0,0,0,0,0
2025-01-06,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-07,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-08,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-09,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-10,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-11,SABADO,0,0,0,0,0,0
2025-01-12,DOMINGO,0,0,0,0,0,0
2025-01-13,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-14,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-15,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-16,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-17,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-18,SABADO,0,0,0,0,0,0
2025-01-19,DOMINGO,0,0,0,0,0,0
2025-01-20,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-21,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-22,DIA LETIVO PADRAO,0,0,0,0,0,0
2025-01-23,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-24,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-25,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-26,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-27,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-28,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-29,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-30,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-01-31,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-02-01,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-02-02,FÉRIAS (25 DIAS),0,0,0,0,0,0
2025-02-03,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,1,0,1
2025-02-04,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,1,0,1
2025-02-05,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,1,0,1
2025-02-06,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,1,0,1
2025-02-07,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,1,0,1
2025-02-08,"REMATRÍCULA ONLINE 1 23/01 A 16/02 – FÉRIAS (25 DIAS) 2 3 4 5 6 7 8 17 E 18 – PLANEJAMENTO 9 10 11 12 13 14 15 19 - INÍCIO DA ETAPA 1 16 17 18 19 20 21 22 20 E 21 – REUNIÃO DE PAIS 23 24 25 26 27 28 24 – INÍCIO DAS MATRÍCULAS EM DISCIPLINAS OPTATIVAS DIAS 1 1 2 2 2 0 ACUMULADO 1 1 2 2 2 0 28 – PRAZO MÁXIMO PARA SOLICITAÇÃO DE MUDANÇA DE TURMA DIAS LETIVOS NO MÊS 8 DIAS LETIVOS ACUMULADOS NO SEMESTRE 8 DIAS LETIVOS ACUMULADOS NO ANO 8 MARÇO ATIVIDADES / EVENTOS - MARÇO / FÉRIAS (25 DIAS)",0,0,1,0,0,1
2025-02-09,FÉRIAS (25 DIAS),0,0,0,0,0,1
2025-02-10,FÉRIAS (25 DIAS),0,0,0,1,0,1
2025-02-11,FÉRIAS (25 DIAS),0,0,0,1,0,1
2025-02-12,FÉRIAS (25 DIAS),0,0,0,1,0,1
2025-02-13,FÉRIAS (25 DIAS),0,0,0,1,0,1
2025-02-14,FÉRIAS (25 DIAS),0,0,0,1,0,1
2025-02-15,FÉRIAS (25 DIAS),0,0,0,0,0,1
2025-02-16,FÉRIAS (25 DIAS),0,0,0,0,0,1
2025-02-17,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-18,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-19,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-20,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-21,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-22,SABADO,0,0,0,0,0,1
2025-02-23,DOMINGO,0,0,0,0,0,1
2025-02-24,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-25,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-26,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-27,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-02-28,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-01,SABADO,0,0,0,0,0,1
2025-03-02,DOMINGO,0,1,0,0,0,1
2025-03-03,"RECESSO 1 04 - CARNAVAL 2 3 4 5 6 7 8 05 – CINZAS 9 10 11 12 13 14 15 10 A 15 – SEMANA DE VALORIZAÇÃO DE MULHERES QUE FIZERAM HISTÓRIA (LEI Nº 14.986/2024) 16 17 18 19 20 21 22 23 24 25 26 27 28 29 29 - SÁBADO LETIVO 30 31 DIAS 4 3 3 4 4 2 ACUMULADO 5 4 5 6 6 2 DIAS LETIVOS NO MÊS 20 DIAS LETIVOS ACUMULADOS NO SEMESTRE 28 DIAS LETIVOS ACUMULADOS NO ANO 28 ABRIL ATIVIDADES / EVENTOS - ABRIL",1,0,0,0,1,1
2025-03-04,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-05,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-06,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-07,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-08,SABADO,0,0,0,0,0,1
2025-03-09,DOMINGO,0,0,0,0,0,1
2025-03-10,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-11,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-12,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-13,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-14,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-15,SABADO,0,0,0,0,0,1
2025-03-16,DOMINGO,0,0,0,0,0,1
2025-03-17,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-18,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-19,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-20,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-21,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-22,SABADO,0,0,0,0,0,1
2025-03-23,DOMINGO,0,0,0,0,0,1
2025-03-24,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-25,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-26,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-27,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-28,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-03-29,SABADO,0,0,0,0,0,1
2025-03-30,DOMINGO,0,0,0,0,0,1
2025-03-31,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-04-01,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-04-02,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-04-03,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-04-04,DIA LETIVO PADRAO,0,0,0,1,0,1
2025-04-05,SABADO,0,0,0,0,0,1
2025-04-06,DOMINGO,0,1,0,0,0,1
2025-04-07,"ENCONTRO COM A CSP 1 2 3 4 5 12 - SÁBADO LETIVO 6 7 8 9 10 11 12 18 – SEXTA-FEIRA SANTA / PAIXÃO DE CRISTO – LEI FEDERAL Nº 9.093, DE 12/09/1995 (FERIADO FEDERAL) 13 14 15 16 17 18 19 19 – RECESSO 20 21 22 23 24 25 26 20 - PÁSCOA 27 28 29 30 21 – TIRADENTES - LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) DIAS 3 5 5 4 3 1 ACUMULADO 8 9 10 10 9 3 30 – ENCERRAMENTO DA ETAPA 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 49",1,1,0,0,0,1
2025-04-08,"ENCONTRO COM A CSP 1 2 3 4 5 12 - SÁBADO LETIVO 6 7 8 9 10 11 12 18 – SEXTA-FEIRA SANTA / PAIXÃO DE CRISTO – LEI FEDERAL Nº 9.093, DE 12/09/1995 (FERIADO FEDERAL) 13 14 15 16 17 18 19 19 – RECESSO 20 21 22 23 24 25 26 20 - PÁSCOA 27 28 29 30 21 – TIRADENTES - LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) DIAS 3 5 5 4 3 1 ACUMULADO 8 9 10 10 9 3 30 – ENCERRAMENTO DA ETAPA 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 49",1,1,0,0,0,1
2025-04-09,"ENCONTRO COM A CSP 1 2 3 4 5 12 - SÁBADO LETIVO 6 7 8 9 10 11 12 18 – SEXTA-FEIRA SANTA / PAIXÃO DE CRISTO – LEI FEDERAL Nº 9.093, DE 12/09/1995 (FERIADO FEDERAL) 13 14 15 16 17 18 19 19 – RECESSO 20 21 22 23 24 25 26 20 - PÁSCOA 27 28 29 30 21 – TIRADENTES - LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) DIAS 3 5 5 4 3 1 ACUMULADO 8 9 10 10 9 3 30 – ENCERRAMENTO DA ETAPA 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 49",1,1,0,0,0,1
2025-04-10,"ENCONTRO COM A CSP 1 2 3 4 5 12 - SÁBADO LETIVO 6 7 8 9 10 11 12 18 – SEXTA-FEIRA SANTA / PAIXÃO DE CRISTO – LEI FEDERAL Nº 9.093, DE 12/09/1995 (FERIADO FEDERAL) 13 14 15 16 17 18 19 19 – RECESSO 20 21 22 23 24 25 26 20 - PÁSCOA 27 28 29 30 21 – TIRADENTES - LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) DIAS 3 5 5 4 3 1 ACUMULADO 8 9 10 10 9 3 30 – ENCERRAMENTO DA ETAPA 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 49",1,1,0,0,0,1
2025-04-11,"ENCONTRO COM A CSP 1 2 3 4 5 12 - SÁBADO LETIVO 6 7 8 9 10 11 12 18 – SEXTA-FEIRA SANTA / PAIXÃO DE CRISTO – LEI FEDERAL Nº 9.093, DE 12/09/1995 (FERIADO FEDERAL) 13 14 15 16 17 18 19 19 – RECESSO 20 21 22 23 24 25 26 20 - PÁSCOA 27 28 29 30 21 – TIRADENTES - LEI FEDERAL Nº 10.607, DE 19/12/2002 (FERIADO FEDERAL) DIAS 3 5 5 4 3 1 ACUMULADO 8 9 10 10 9 3 30 – ENCERRAMENTO DA ETAPA 1 DIAS LETIVOS NO MÊS 21 DIAS LETIVOS ACUMULADOS NO SEMESTRE 49",1,0,0,0,0,1
2025-04-12,SABADO,0,0,0,0,0,0
2025-04-13,DOMINGO,0,0,0,0,0,0
2025-04-14,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-15,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-16,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-17,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-18,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-19,SABADO,0,0,0,0,0,0
2025-04-20,DOMINGO,0,0,0,0,0,0
2025-04-21,DIA LETIVO PADRAO,0,0,0,1,0,0
2025-04-22,DIA LETIVO PADRAO,0,0,0,1,0,2
2025-04-23,DIA LETIVO PADRAO,0,0,0,1,0,2
2025-04-24,DIA LETIVO PADRAO,0,0,0,1,0,2
2025-04-25,REUNIÃO ORDINÁRIA DO NAPNE,0,0,1,1,0,2
2025-04-26,SABADO,0,0,0,0,0,2
2025-04-27,DOMINGO,0,0,0,0,0,2
2025-04-28,DIA LETIVO PADRAO,0,0,0,1,0,2
2025-04-29,"REUNIÃO ORDINÁRIA DO NAPNE CALENDÁRIO ACADÊMICO  2025 DIAS LETIVOS ACUMULADOS NO ANO 49 MAIO ATIVIDADES / EVENTOS - MAIO",0,0,1,1,0,2
2025-04-30,DIA LETIVO PADRAO,0,1,0,1,0,2
